class_index,class_name,precision,recall,f1,support
2,canterbury bells,0.1667,0.2500,0.2000,20
87,cyclamen,0.6981,0.2761,0.3957,134
83,columbine,0.4524,0.2879,0.3519,66
89,canna lily,0.4750,0.3065,0.3725,62
81,clematis,0.8571,0.3261,0.4724,92
42,sword lily,0.7500,0.3545,0.4815,110
82,hibiscus,0.4316,0.3694,0.3981,111
50,petunia,0.8750,0.3824,0.5322,238
3,sweet pea,0.2642,0.3889,0.3146,36
31,garden phlox,0.1333,0.4000,0.2000,25
95,camellia,0.6200,0.4366,0.5124,71
30,carnation,0.5000,0.4375,0.4667,32
18,balloon flower,0.6842,0.4483,0.5417,29
10,snapdragon,0.6200,0.4627,0.5299,67
94,bougainvillea,0.5155,0.4630,0.4878,108
96,mallow,0.5238,0.4783,0.5000,46
52,primula,0.7609,0.4795,0.5882,73
61,japanese anemone,0.7826,0.5143,0.6207,35
15,globe-flower,0.2245,0.5238,0.3143,21
64,californian poppy,0.8148,0.5366,0.6471,82
97,mexican petunia,0.4474,0.5484,0.4928,62
71,azalea,0.6885,0.5526,0.6131,76
77,lotus,0.6875,0.5641,0.6197,117
39,lenten rose,0.3462,0.5745,0.4320,47
19,giant white arum lily,0.2917,0.5833,0.3889,36
74,thorn apple,0.9091,0.6000,0.7229,100
17,peruvian lily,0.7037,0.6129,0.6552,62
68,windflower,0.7241,0.6176,0.6667,34
38,siam tulip,0.3171,0.6190,0.4194,21
40,barbeton daisy,0.9178,0.6262,0.7444,107
4,english marigold,0.7632,0.6444,0.6988,45
73,rose,0.6950,0.6490,0.6712,151
33,mexican aster,1.0000,0.6500,0.7879,20
92,ball moss,0.7083,0.6538,0.6800,26
25,corn poppy,0.7368,0.6667,0.7000,21
75,morning glory,0.9206,0.6667,0.7733,87
100,trumpet creeper,0.3250,0.6842,0.4407,38
54,pelargonium,0.8000,0.7059,0.7500,51
88,watercress,0.7800,0.7134,0.7452,164
90,hippeastrum,0.7547,0.7143,0.7339,56
91,bee balm,0.7857,0.7174,0.7500,46
80,frangipani,0.7836,0.7192,0.7500,146
84,desert-rose,0.4769,0.7209,0.5741,43
93,foxglove,0.9811,0.7324,0.8387,142
85,tree mallow,0.5714,0.7368,0.6437,38
29,sweet william,0.5568,0.7538,0.6405,65
67,bearded iris,0.8387,0.7647,0.8000,34
21,pincushion flower,0.7895,0.7692,0.7792,39
23,red ginger,0.8095,0.7727,0.7907,22
22,fritillary,0.8871,0.7746,0.8271,71
76,passion flower,0.9086,0.7749,0.8364,231
86,magnolia,0.6071,0.7907,0.6869,43
41,daffodil,0.6889,0.7949,0.7381,39
8,monkshood,0.6176,0.8077,0.7000,26
55,bishop of llandaff,0.8780,0.8090,0.8421,89
79,anthurium,0.5547,0.8353,0.6667,85
5,tiger lily,0.7778,0.8400,0.8077,25
45,wallflower,0.8506,0.8409,0.8457,176
28,artichoke,0.7538,0.8448,0.7967,58
32,love in the mist,0.7097,0.8462,0.7719,26
27,stemless gentian,0.6094,0.8478,0.7091,46
0,pink primrose,0.2179,0.8500,0.3469,20
6,moon orchid,0.1789,0.8500,0.2957,20
20,fire lily,0.9444,0.8500,0.8947,20
44,bolero deep blue,0.4722,0.8500,0.6071,20
12,king protea,0.6944,0.8621,0.7692,29
72,water lily,0.8772,0.8621,0.8696,174
47,buttercup,0.6027,0.8627,0.7097,51
43,poinsettia,0.9265,0.8630,0.8936,73
66,spring crocus,0.3393,0.8636,0.4872,22
60,cautleya spicata,1.0000,0.8667,0.9286,30
35,ruby-lipped cattleya,0.6486,0.8727,0.7442,55
36,cape flower,0.9872,0.8750,0.9277,88
51,wild pansy,0.9667,0.8923,0.9280,65
13,spear thistle,0.6944,0.8929,0.7812,28
14,yellow iris,0.8125,0.8966,0.8525,29
1,hard-leaved pocket orchid,1.0000,0.9000,0.9474,40
26,prince of wales feathers,0.7500,0.9000,0.8182,20
24,grape hyacinth,0.8636,0.9048,0.8837,21
98,bromelia,0.6094,0.9070,0.7290,43
11,colt's foot,0.9385,0.9104,0.9242,67
56,gaura,0.7049,0.9149,0.7963,47
58,orange dahlia,0.8600,0.9149,0.8866,47
37,great masterwort,0.4521,0.9167,0.6055,36
69,tree poppy,0.8125,0.9286,0.8667,42
49,common dandelion,0.9054,0.9306,0.9178,72
99,blanket flower,0.7500,0.9310,0.8308,29
7,bird of paradise,0.9531,0.9385,0.9457,65
59,pink-yellow dahlia?,0.9444,0.9551,0.9497,89
57,geranium,0.8411,0.9574,0.8955,94
9,globe thistle,0.7742,0.9600,0.8571,25
101,blackberry lily,0.6585,0.9643,0.7826,28
70,gazania,1.0000,0.9655,0.9825,58
16,purple coneflower,0.9844,0.9692,0.9767,65
53,sunflower,0.7843,0.9756,0.8696,41
46,marigold,0.7302,0.9787,0.8364,47
34,alpine sea holly,0.4259,1.0000,0.5974,23
48,oxeye daisy,0.9355,1.0000,0.9667,29
62,black-eyed susan,0.9714,1.0000,0.9855,34
63,silverbush,0.6957,1.0000,0.8205,32
65,osteospermum,0.8200,1.0000,0.9011,41
78,toad lily,0.7500,1.0000,0.8571,21
